"utilization_type","state","ndc","labeler_code","product_code","package_size","year","quarter","suppression_used","product_name","units_reimbursed","number_of_prescriptions","total_amount_reimbursed","medicaid_amount_reimbursed","non_medicaid_amount_reimbursed"
"FFSU","XX","00169706515",169,7065,"15",2017,4,FALSE,"GLUCAGEN",2213.25,1795,577290.87,557507.6,19783.27
"MCOU","XX","00169706515",169,7065,"15",2017,4,FALSE,"GLUCAGEN",2567,1992,655467.36,643495.53,11971.83
"FFSU","XX","00597005301",597,53,"01",2017,4,FALSE,"",18,14,3191.76,3191.76,0
"FFSU","XX","00597005345",597,53,"45",2017,4,FALSE,"GlucaGen 1",81,71,18382.72,12690.12,5692.6
"MCOU","XX","00597005345",597,53,"45",2017,4,FALSE,"GlucaGen 1",262,214,63526.82,33998.89,29527.93
"FFSU","XX","00597026010",597,260,"10",2017,4,FALSE,"GlucaGen D",258,240,42155.44,37697.13,4458.31
"MCOU","XX","00597026010",597,260,"10",2017,4,FALSE,"GlucaGen D",910.501,789,255508.72,139168.02,116340.7
"FFSU","XX","55390000401",55390,4,"01",2017,4,FALSE,"GLUCAGEN G",43,38,9925.15,8749.26,1175.89
"MCOU","XX","55390000401",55390,4,"01",2017,4,FALSE,"GLUCAGEN G",203.68,178,60934.34,32521.92,28412.42
"MCOU","XX","55390000410",55390,4,"10",2017,4,FALSE,"GLUCAGEN G",22,23,7835.12,5890.78,1944.34
"FFSU","XX","63323059303",63323,593,"03",2017,4,FALSE,"Glucagon f",37,35,6908.9,6653.92,254.98
"MCOU","XX","63323059303",63323,593,"03",2017,4,FALSE,"Glucagon f",121.5,105,40799.11,24818.85,15980.26
"FFSU","XX","63323059403",63323,594,"03",2017,4,FALSE,"Glucagon 1",33,31,6116.23,5635.49,480.74
"MCOU","XX","63323059403",63323,594,"03",2017,4,FALSE,"Glucagon 1",50,50,27694.87,26066.67,1628.2
"MCOU","XX","63323059613",63323,596,"13",2017,4,FALSE,"Glucagon f",34,31,9703.18,4653.08,5050.1
"MCOU","XX","63323059616",63323,596,"16",2017,4,FALSE,"Glucagon f",23,22,2546.96,2356.52,190.44
"FFSU","XX","00002803101",2,8031,"01",2017,3,FALSE,"GLUCAGON",24548,15782,6824705.33,6384520.23,440185.1
"MCOU","XX","00002803101",2,8031,"01",2017,3,FALSE,"GLUCAGON",43480,30794,12251335.01,11456611.91,794723.1
"FFSU","XX","00169706515",169,7065,"15",2017,3,FALSE,"GLUCAGEN",2388.5,1933,625112.4,610966.05,14146.35
"MCOU","XX","00169706515",169,7065,"15",2017,3,FALSE,"GLUCAGEN",2846,2179,750006.88,727820.68,22186.2
"FFSU","XX","00597005301",597,53,"01",2017,3,FALSE,"",15,14,3007.27,2998.54,8.73
"MCOU","XX","00597005301",597,53,"01",2017,3,FALSE,"",23,22,4220.54,4139.82,80.72
"FFSU","XX","00597005345",597,53,"45",2017,3,FALSE,"GlucaGen 1",99,81,17028.82,16296.42,732.4
"MCOU","XX","00597005345",597,53,"45",2017,3,FALSE,"GlucaGen 1",227,207,33294.17,24914.79,8379.38
"FFSU","XX","00597026010",597,260,"10",2017,3,FALSE,"GlucaGen D",287,261,56703.72,39647.08,17056.64
"MCOU","XX","00597026010",597,260,"10",2017,3,FALSE,"GlucaGen D",916.001,818,230504.37,117811.92,112692.45
"FFSU","XX","55390000401",55390,4,"01",2017,3,FALSE,"GLUCAGEN G",42.5,37,8291.47,8291.47,0
"MCOU","XX","55390000401",55390,4,"01",2017,3,FALSE,"GLUCAGEN G",164.41,134,40963.85,27156.11,13807.74
"MCOU","XX","55390000410",55390,4,"10",2017,3,FALSE,"GLUCAGEN G",27,23,1793.88,1793.88,0
"FFSU","XX","63323059303",63323,593,"03",2017,3,FALSE,"Glucagon f",84,30,16184.28,15400,784.28
"MCOU","XX","63323059303",63323,593,"03",2017,3,FALSE,"Glucagon f",141,120,38036.91,25775.24,12261.67
"FFSU","XX","63323059403",63323,594,"03",2017,3,FALSE,"Glucagon 1",31,26,5648.18,5490.73,157.45
"MCOU","XX","63323059403",63323,594,"03",2017,3,FALSE,"Glucagon 1",54,48,13075.92,11793.76,1282.16
"FFSU","XX","63323059613",63323,596,"13",2017,3,FALSE,"Glucagon f",20.7,17,4136.27,3860.77,275.5
"MCOU","XX","63323059613",63323,596,"13",2017,3,FALSE,"Glucagon f",28.001,27,8383.41,2740.5,5642.91
"MCOU","XX","63323059616",63323,596,"16",2017,3,FALSE,"Glucagon f",23.5,24,4948.4,3300.61,1647.79
"FFSU","XX","00002803101",2,8031,"01",2017,2,FALSE,"GLUCAGON",17253,11418,4524456.05,4267778.52,256677.53
"MCOU","XX","00002803101",2,8031,"01",2017,2,FALSE,"GLUCAGON",38427.41,27649,10345980.45,9672444.51,673535.94
"FFSU","XX","00169706515",169,7065,"15",2017,2,FALSE,"GLUCAGEN",2226,1763,576793.78,561081.18,15712.6
"MCOU","XX","00169706515",169,7065,"15",2017,2,FALSE,"GLUCAGEN",2774.01,2178,743194.98,723083.64,20111.34
"FFSU","XX","00597005301",597,53,"01",2017,2,FALSE,"",19,18,3504.32,3504.32,0
"MCOU","XX","00597005301",597,53,"01",2017,2,FALSE,"",24,24,4974.78,4762.83,211.95
"FFSU","XX","00597005345",597,53,"45",2017,2,FALSE,"GlucaGen 1",99,84,15459.08,14053.79,1405.29
"MCOU","XX","00597005345",597,53,"45",2017,2,FALSE,"GlucaGen 1",260,235,60075.56,32468.71,27606.85
"FFSU","XX","00597026010",597,260,"10",2017,2,FALSE,"GlucaGen D",297,270,55733.2,46390.01,9343.19
"MCOU","XX","00597026010",597,260,"10",2017,2,FALSE,"GlucaGen D",886.902,747,218371.73,112761.36,105610.37
"FFSU","XX","55390000401",55390,4,"01",2017,2,FALSE,"GLUCAGEN G",44,43,11176.53,11061.7,114.83
"MCOU","XX","55390000401",55390,4,"01",2017,2,FALSE,"GLUCAGEN G",214.32,194,39761.76,33978.31,5783.45
"MCOU","XX","55390000410",55390,4,"10",2017,2,FALSE,"GLUCAGEN G",28.02,25,3764.17,3764.17,0
"FFSU","XX","63323059303",63323,593,"03",2017,2,FALSE,"Glucagon f",44.8,40,9746.59,9160.82,585.77
"MCOU","XX","63323059303",63323,593,"03",2017,2,FALSE,"Glucagon f",120,104,25945.77,21674.36,4271.41
"FFSU","XX","63323059403",63323,594,"03",2017,2,FALSE,"Glucagon 1",22,21,4288.44,3793.16,495.28
"MCOU","XX","63323059403",63323,594,"03",2017,2,FALSE,"Glucagon 1",39,37,3148.85,2705,443.85
"FFSU","XX","63323059613",63323,596,"13",2017,2,FALSE,"Glucagon f",29.3,11,3481.13,3309.68,171.45
"MCOU","XX","63323059613",63323,596,"13",2017,2,FALSE,"Glucagon f",33.001,30,7555.62,5495.72,2059.9
"MCOU","XX","63323059616",63323,596,"16",2017,2,FALSE,"Glucagon f",31,21,3834.78,3739.48,95.3
"FFSU","XX","00002803101",2,8031,"01",2017,1,FALSE,"GLUCAGON",18817.508,12175,4800238.55,4523421.94,276816.61
"MCOU","XX","00002803101",2,8031,"01",2017,1,FALSE,"GLUCAGON",33638.52,24142,8700879.92,8212309.84,488570.08
"FFSU","XX","00169706515",169,7065,"15",2017,1,FALSE,"GLUCAGEN",2424,1931,625740.84,610125.05,15615.79
"MCOU","XX","00169706515",169,7065,"15",2017,1,FALSE,"GLUCAGEN",2485,1954,660291.26,638975.68,21315.58
"FFSU","XX","00597005345",597,53,"45",2017,1,FALSE,"GlucaGen 1",130.6,108,20253.13,16422.15,3830.98
"MCOU","XX","00597005345",597,53,"45",2017,1,FALSE,"GlucaGen 1",300,244,35795.28,32214.02,3581.26
"FFSU","XX","00597026010",597,260,"10",2017,1,FALSE,"GlucaGen D",250.4,231,51732.31,41968.13,9764.18
"MCOU","XX","00597026010",597,260,"10",2017,1,FALSE,"GlucaGen D",719,626,192906.87,90993.44,101913.43
"FFSU","XX","55390000401",55390,4,"01",2017,1,FALSE,"GLUCAGEN G",108,99,16464.89,14973.88,1491.01
"MCOU","XX","55390000401",55390,4,"01",2017,1,FALSE,"GLUCAGEN G",336.85,304,80907.5,43447.34,37460.16
"FFSU","XX","55390000410",55390,4,"10",2017,1,FALSE,"GLUCAGEN G",53,50,8822.94,8802.02,20.92
"MCOU","XX","55390000410",55390,4,"10",2017,1,FALSE,"GLUCAGEN G",95.01,85,36848.92,10625.19,26223.73
"FFSU","XX","63323059303",63323,593,"03",2017,1,FALSE,"Glucagon f",32.8,29,7008.12,6770.55,237.57
"MCOU","XX","63323059303",63323,593,"03",2017,1,FALSE,"Glucagon f",87,75,31863.83,16174.12,15689.71
"FFSU","XX","63323059403",63323,594,"03",2017,1,FALSE,"Glucagon 1",12,11,2487.21,2481.7,5.51
"MCOU","XX","63323059403",63323,594,"03",2017,1,FALSE,"Glucagon 1",33,30,13080.95,7581.61,5499.34
"FFSU","XX","63323059613",63323,596,"13",2017,1,FALSE,"Glucagon f",13,12,2611.1,2611.1,0
"MCOU","XX","63323059613",63323,596,"13",2017,1,FALSE,"Glucagon f",19.5,19,2603.71,2603.71,0
"FFSU","XX","00002803101",2,8031,"1",2018,4,FALSE,"GLUCAGON",18051,11625,4912900.02,4583982.45,328917.57
"MCOU","XX","00002803101",2,8031,"1",2018,4,FALSE,"GLUCAGON",34048,24631,9374113.87,8968740.4,405373.47
"FFSU","XX","00169706515",169,7065,"15",2018,4,FALSE,"GLUCAGEN",2147,1720,582941.58,564689.66,18251.92
"MCOU","XX","00169706515",169,7065,"15",2018,4,FALSE,"GLUCAGEN",2489,1956,668004.93,652776.73,15228.2
"FFSU","XX","00597005345",597,53,"45",2018,4,FALSE,"GlucaGen 1",116.5,104,25617.04,22860.35,2756.69
"MCOU","XX","00597005345",597,53,"45",2018,4,FALSE,"GlucaGen 1",319,274,56667.96,41502.54,15165.42
"FFSU","XX","00597026010",597,260,"10",2018,4,FALSE,"GlucaGen D",337,306,64836.54,50170.44,14666.1
"MCOU","XX","00597026010",597,260,"10",2018,4,FALSE,"GlucaGen D",1015.201,906,277632.9,132510.36,145122.54
"FFSU","XX","63323059303",63323,593,"3",2018,4,FALSE,"Glucagon f",76.5,62,13576.46,13092.53,483.93
"MCOU","XX","63323059303",63323,593,"3",2018,4,FALSE,"Glucagon f",158,147,38508.16,24040.5,14467.66
"FFSU","XX","63323059403",63323,594,"3",2018,4,FALSE,"Glucagon 1",54.5,49,10966.46,10309.14,657.32
"MCOU","XX","63323059403",63323,594,"3",2018,4,FALSE,"Glucagon 1",97,92,18734.55,13765.83,4968.72
"MCOU","XX","63323059606",63323,596,"6",2018,4,FALSE,"",30,29,6230.19,6062.11,168.08
"FFSU","XX","63323059613",63323,596,"13",2018,4,FALSE,"Glucagon f",13,11,1906.13,1849.35,56.78
"MCOU","XX","63323059613",63323,596,"13",2018,4,FALSE,"Glucagon f",40,36,7285.43,6357.04,928.39
"MCOU","XX","63323059616",63323,596,"16",2018,4,FALSE,"Glucagon f",24,22,3732.8,3226.68,506.12
"FFSU","XX","00002803101",2,8031,"1",2018,3,FALSE,"GLUCAGON",23263,14713,6403282.38,6026563.12,376719.26
"MCOU","XX","00002803101",2,8031,"1",2018,3,FALSE,"GLUCAGON",47406,32699,12091543.36,11345811.2,745732.16
"FFSU","XX","00169706515",169,7065,"15",2018,3,FALSE,"GLUCAGEN",2204,1769,586649.88,566431.84,20218.04
"MCOU","XX","00169706515",169,7065,"15",2018,3,FALSE,"GLUCAGEN",2901,2184,736432.29,720884.46,15547.83
"FFSU","XX","00597005345",597,53,"45",2018,3,FALSE,"GlucaGen 1",114.5,107,18937.84,17492.75,1445.09
"MCOU","XX","00597005345",597,53,"45",2018,3,FALSE,"GlucaGen 1",286,264,46058.57,37428.06,8630.51
"FFSU","XX","00597026010",597,260,"10",2018,3,FALSE,"GlucaGen D",330,300,54471.34,47530.36,6940.98
"MCOU","XX","00597026010",597,260,"10",2018,3,FALSE,"GlucaGen D",1092.752,956,282430.58,145380.56,137050.02
"FFSU","XX","55390000401",55390,4,"1",2018,3,FALSE,"GLUCAGEN G",20,17,9885.86,2185.34,7700.52
"MCOU","XX","55390000401",55390,4,"1",2018,3,FALSE,"GLUCAGEN G",31,26,6467.28,2395.32,4071.96
"FFSU","XX","63323059303",63323,593,"3",2018,3,FALSE,"Glucagon f",88,65,20735.83,16236.61,4499.22
"MCOU","XX","63323059303",63323,593,"3",2018,3,FALSE,"Glucagon f",167.501,156,44378.56,28625.59,15752.97
"FFSU","XX","63323059403",63323,594,"3",2018,3,FALSE,"Glucagon 1",38,35,6658.3,6326.3,332
"MCOU","XX","63323059403",63323,594,"3",2018,3,FALSE,"Glucagon 1",96,88,14635.07,11658.82,2976.25
"MCOU","XX","63323059606",63323,596,"6",2018,3,FALSE,"",28,28,5719.24,5409.84,309.4
"MCOU","XX","63323059613",63323,596,"13",2018,3,FALSE,"Glucagon f",42,37,7976.41,6460.13,1516.28
"FFSU","XX","63323059616",63323,596,"16",2018,3,FALSE,"Glucagon f",18,16,3366.7,3212,154.7
"MCOU","XX","63323059616",63323,596,"16",2018,3,FALSE,"Glucagon f",12,12,2767.28,1739.04,1028.24
"FFSU","XX","00002803101",2,8031,"1",2018,2,FALSE,"GLUCAGON",17380.5,11379,4725428.24,4405410.36,320017.88
"MCOU","XX","00002803101",2,8031,"1",2018,2,FALSE,"GLUCAGON",35576,25426,8862686.06,8345454.44,517231.62
"FFSU","XX","00169706515",169,7065,"15",2018,2,FALSE,"GLUCAGEN",2211,1737,587258.02,570961.15,16296.87
"MCOU","XX","00169706515",169,7065,"15",2018,2,FALSE,"GLUCAGEN",2565,2017,647027.9,629224.26,17803.64
"FFSU","XX","00597005345",597,53,"45",2018,2,FALSE,"GlucaGen 1",108.4,99,24331.97,21843.72,2488.25
"MCOU","XX","00597005345",597,53,"45",2018,2,FALSE,"GlucaGen 1",346.5,290,52030.57,43718.5,8312.07
"FFSU","XX","00597026010",597,260,"10",2018,2,FALSE,"GlucaGen D",369.001,331,65472.22,55175.54,10296.68
"MCOU","XX","00597026010",597,260,"10",2018,2,FALSE,"GlucaGen D",1080.001,957,281967.81,144496.17,137471.64
"FFSU","XX","55390000401",55390,4,"1",2018,2,FALSE,"GLUCAGEN G",12,12,3649.72,1496.93,2152.79
"MCOU","XX","55390000401",55390,4,"1",2018,2,FALSE,"GLUCAGEN G",101,79,39206.59,11180.93,28025.66
"MCOU","XX","55390000410",55390,4,"10",2018,2,FALSE,"GLUCAGEN G",30,27,8291.17,6254.84,2036.33
"FFSU","XX","63323059303",63323,593,"3",2018,2,FALSE,"Glucagon f",70,58,14041.39,13538.34,503.05
"MCOU","XX","63323059303",63323,593,"3",2018,2,FALSE,"Glucagon f",133.505,124,34524.98,19825.31,14699.67
"FFSU","XX","63323059403",63323,594,"3",2018,2,FALSE,"Glucagon 1",45,37,8163.08,7997.09,165.99
"MCOU","XX","63323059403",63323,594,"3",2018,2,FALSE,"Glucagon 1",68,62,9428.69,8180.56,1248.13
"MCOU","XX","63323059613",63323,596,"13",2018,2,FALSE,"Glucagon f",27,26,3387.29,3333.43,53.86
"FFSU","XX","00002803101",2,8031,"1",2018,1,FALSE,"GLUCAGON",17772,11689,4898009.38,4592540.61,305468.77
"MCOU","XX","00002803101",2,8031,"1",2018,1,FALSE,"GLUCAGON",34621,24843,9573999.64,9079922.34,494077.3
"FFSU","XX","00169706515",169,7065,"15",2018,1,FALSE,"GLUCAGEN",2070,1700,546773.36,532331.97,14441.39
"MCOU","XX","00169706515",169,7065,"15",2018,1,FALSE,"GLUCAGEN",2667,2037,721358.59,694217.51,27141.08
"FFSU","XX","00597005301",597,53,"1",2018,1,FALSE,"",22,20,4606.56,4606.56,0
"FFSU","XX","00597005345",597,53,"45",2018,1,FALSE,"GlucaGen 1",99,82,17446.56,16329.27,1117.29
"MCOU","XX","00597005345",597,53,"45",2018,1,FALSE,"GlucaGen 1",263,227,39211.94,31559.95,7651.99
"FFSU","XX","00597026010",597,260,"10",2018,1,FALSE,"GlucaGen D",273,250,45970.33,39269.32,6701.01
"MCOU","XX","00597026010",597,260,"10",2018,1,FALSE,"GlucaGen D",914.502,826,267841.22,130191.78,137649.44
"FFSU","XX","55390000401",55390,4,"1",2018,1,FALSE,"GLUCAGEN G",13,13,2206.07,2206.07,0
"MCOU","XX","55390000401",55390,4,"1",2018,1,FALSE,"GLUCAGEN G",90,70,26145.08,19452.75,6692.33
"MCOU","XX","55390000410",55390,4,"10",2018,1,FALSE,"GLUCAGEN G",29,22,14094,4756.97,9337.03
"FFSU","XX","63323059303",63323,593,"3",2018,1,FALSE,"Glucagon f",52,48,11297.29,10605.62,691.67
"MCOU","XX","63323059303",63323,593,"3",2018,1,FALSE,"Glucagon f",125,112,46028.63,24894.9,21133.73
"FFSU","XX","63323059403",63323,594,"3",2018,1,FALSE,"Glucagon 1",43,36,9468.38,8899.76,568.62
"MCOU","XX","63323059403",63323,594,"3",2018,1,FALSE,"Glucagon 1",53,48,13686.84,10406.34,3280.5
"FFSU","XX","63323059613",63323,596,"13",2018,1,FALSE,"Glucagon f",20.5,14,3076.3,3076.3,0
"MCOU","XX","63323059613",63323,596,"13",2018,1,FALSE,"Glucagon f",55,45,8018.65,7183.94,834.71
"MCOU","XX","63323059616",63323,596,"16",2018,1,FALSE,"Glucagon f",16,13,2967,2967,0
"FFSU","XX","00002614511",2,6145,"11",2019,4,FALSE,"BAQSIMI",1566,914,437932.59,415855.28,22077.31
"MCOU","XX","00002614511",2,6145,"11",2019,4,FALSE,"BAQSIMI",1243,838,308405.71,288183.51,20222.2
"FFSU","XX","00002614527",2,6145,"27",2019,4,FALSE,"BAQSIMI",2351,1140,649745.77,625654.07,24091.7
"MCOU","XX","00002614527",2,6145,"27",2019,4,FALSE,"BAQSIMI",2233,1108,577206.93,511225.73,65981.2
"FFSU","XX","00002803101",2,8031,"1",2019,4,FALSE,"GLUCAGON",16303,10551,4472150.85,4223861.85,248289
"MCOU","XX","00002803101",2,8031,"1",2019,4,FALSE,"GLUCAGON",33098.5,24174,8960595.1,8670604.5,289990.6
"FFSU","XX","00169706515",169,7065,"15",2019,4,FALSE,"GLUCAGEN",2020,1671,558034.65,542762.66,15271.99
"MCOU","XX","00169706515",169,7065,"15",2019,4,FALSE,"GLUCAGEN",2447,1981,695286.78,685060.64,10226.14
"FFSU","XX","00597005345",597,53,"45",2019,4,FALSE,"GlucaGen 1",116.9,101,28217.69,24752.78,3464.91
"MCOU","XX","00597005345",597,53,"45",2019,4,FALSE,"GlucaGen 1",393,340,66872.53,59914.05,6958.48
"FFSU","XX","00597026010",597,260,"10",2019,4,FALSE,"GlucaGen D",461.002,406,79741.99,64474.41,15267.58
"MCOU","XX","00597026010",597,260,"10",2019,4,FALSE,"GlucaGen D",1225.5,1075,234349.55,212767.72,21581.83
"FFSU","XX","63323059303",63323,593,"3",2019,4,FALSE,"Glucagon f",96,87,20206.64,15516.97,4689.67
"MCOU","XX","63323059303",63323,593,"3",2019,4,FALSE,"Glucagon f",195,175,27631.07,23600.99,4030.08
"FFSU","XX","63323059403",63323,594,"3",2019,4,FALSE,"Glucagon 1",50,47,7278.73,7278.73,0
"MCOU","XX","63323059403",63323,594,"3",2019,4,FALSE,"Glucagon 1",188,149,32701.93,25423.13,7278.8
"FFSU","XX","63323059606",63323,596,"6",2019,4,FALSE,"",17,17,2771.24,2771.24,0
"MCOU","XX","63323059606",63323,596,"6",2019,4,FALSE,"",57,58,11254.58,10231.22,1023.36
"FFSU","XX","63323059613",63323,596,"13",2019,4,FALSE,"Glucagon f",13,12,2517.49,2027.88,489.61
"MCOU","XX","63323059613",63323,596,"13",2019,4,FALSE,"Glucagon f",60,57,6993.14,6351.45,641.69
"FFSU","XX","63323059616",63323,596,"16",2019,4,FALSE,"Glucagon f",14,12,2798.6,2798.6,0
"MCOU","XX","63323059616",63323,596,"16",2019,4,FALSE,"Glucagon f",32,29,4116.67,4116.67,0
"FFSU","XX","72065013111",72065,131,"11",2019,4,FALSE,"Gvoke PFS",5.8,15,8271.79,8268.79,3
"MCOU","XX","72065013112",72065,131,"12",2019,4,FALSE,"Gvoke PFS",6.6,16,10193.35,10193.35,0
"FFSU","XX","00002614511",2,6145,"11",2019,3,FALSE,"BAQSIMI",316,174,91658.05,87694.46,3963.59
"MCOU","XX","00002614511",2,6145,"11",2019,3,FALSE,"BAQSIMI",326,209,83238.35,76817.83,6420.52
"FFSU","XX","00002614527",2,6145,"27",2019,3,FALSE,"BAQSIMI",417,192,116970.99,115380.6,1590.39
"MCOU","XX","00002614527",2,6145,"27",2019,3,FALSE,"BAQSIMI",560,280,150730.05,132217.39,18512.66
"FFSU","XX","00002803101",2,8031,"1",2019,3,FALSE,"GLUCAGON",23062,14392,6315605.73,5880421.63,435184.1
"MCOU","XX","00002803101",2,8031,"1",2019,3,FALSE,"GLUCAGON",47749,33751,12902380.89,12281545.12,620835.77
"FFSU","XX","00169706515",169,7065,"15",2019,3,FALSE,"GLUCAGEN",2383,1873,654634.81,632696.21,21938.6
"MCOU","XX","00169706515",169,7065,"15",2019,3,FALSE,"GLUCAGEN",2962,2334,836918.82,807135.36,29783.46
"MCOU","XX","00597005301",597,53,"1",2019,3,FALSE,"",6,12,2452.59,2452.59,0
"FFSU","XX","00597005345",597,53,"45",2019,3,FALSE,"GlucaGen 1",124.5,108,22862.32,20230.13,2632.19
"MCOU","XX","00597005345",597,53,"45",2019,3,FALSE,"GlucaGen 1",313.75,288,54171.67,49388.61,4783.06
"FFSU","XX","00597026010",597,260,"10",2019,3,FALSE,"GlucaGen D",421,367,85289.93,67728.44,17561.49
"MCOU","XX","00597026010",597,260,"10",2019,3,FALSE,"GlucaGen D",1233,1100,256300.14,227317.93,28982.21
"FFSU","XX","63323059303",63323,593,"3",2019,3,FALSE,"Glucagon f",287,78,15592.52,15113.41,479.11
"MCOU","XX","63323059303",63323,593,"3",2019,3,FALSE,"Glucagon f",224,201,38855.94,36013.55,2842.39
"FFSU","XX","63323059403",63323,594,"3",2019,3,FALSE,"Glucagon 1",49,41,8899.39,8383.92,515.47
"MCOU","XX","63323059403",63323,594,"3",2019,3,FALSE,"Glucagon 1",197,180,42054.99,35370.18,6684.81
"MCOU","XX","63323059606",63323,596,"6",2019,3,FALSE,"",31,30,6269.95,6112.94,157.01
"FFSU","XX","63323059613",63323,596,"13",2019,3,FALSE,"Glucagon f",13,11,2577.8,2451.74,126.06
"MCOU","XX","63323059613",63323,596,"13",2019,3,FALSE,"Glucagon f",86,76,10920.88,9976.6,944.28
"MCOU","XX","63323059616",63323,596,"16",2019,3,FALSE,"Glucagon f",42,39,6906.69,6561.38,345.31
"FFSU","XX","00002803101",2,8031,"1",2019,2,FALSE,"GLUCAGON",17023.501,11009,4632651.44,4274450.35,358201.09
"MCOU","XX","00002803101",2,8031,"1",2019,2,FALSE,"GLUCAGON",35745.5,26194,9672121.52,9242227.76,429893.76
"FFSU","XX","00169706515",169,7065,"15",2019,2,FALSE,"GLUCAGEN",2059,1664,568443.95,545840.08,22603.87
"MCOU","XX","00169706515",169,7065,"15",2019,2,FALSE,"GLUCAGEN",2415,1969,680895.95,660262.62,20633.33
"MCOU","XX","00597005301",597,53,"1",2019,2,FALSE,"",18,17,2579.71,2021.9,557.81
"FFSU","XX","00597005345",597,53,"45",2019,2,FALSE,"GlucaGen 1",123,105,38227.13,33086.56,5140.57
"MCOU","XX","00597005345",597,53,"45",2019,2,FALSE,"GlucaGen 1",354,311,60435.3,47616.71,12818.59
"FFSU","XX","00597026010",597,260,"10",2019,2,FALSE,"GlucaGen D",396.4,353,71473.52,59846.5,11627.02
"MCOU","XX","00597026010",597,260,"10",2019,2,FALSE,"GlucaGen D",1191.75,1070,281966.57,187593.96,94372.61
"FFSU","XX","63323059303",63323,593,"3",2019,2,FALSE,"Glucagon f",62,58,10812.02,10435.39,376.63
"MCOU","XX","63323059303",63323,593,"3",2019,2,FALSE,"Glucagon f",218,175,43662.56,32552.45,11110.11
"FFSU","XX","63323059403",63323,594,"3",2019,2,FALSE,"Glucagon 1",47.5,46,6768.1,6496,272.1
"MCOU","XX","63323059403",63323,594,"3",2019,2,FALSE,"Glucagon 1",138,118,18050.25,13029.91,5020.34
"FFSU","XX","63323059611",63323,596,"11",2019,2,FALSE,"Glucagon f",11,11,2161.16,2149.16,12
"MCOU","XX","63323059611",63323,596,"11",2019,2,FALSE,"Glucagon f",20,19,3656.16,3493.77,162.39
"FFSU","XX","63323059613",63323,596,"13",2019,2,FALSE,"Glucagon f",22,20,3144.64,3101.07,43.57
"MCOU","XX","63323059613",63323,596,"13",2019,2,FALSE,"Glucagon f",81,70,16376.38,9083.75,7292.63
"FFSU","XX","63323059616",63323,596,"16",2019,2,FALSE,"Glucagon f",20,11,2627.16,2624.16,3
"MCOU","XX","63323059616",63323,596,"16",2019,2,FALSE,"Glucagon f",31,29,5831.24,4372.28,1458.96
"FFSU","XX","00002803101",2,8031,"1",2019,1,FALSE,"GLUCAGON",16782.5,10951,4595019.33,4288879.87,306139.46
"MCOU","XX","00002803101",2,8031,"1",2019,1,FALSE,"GLUCAGON",35298,25613,9551163.51,9115830.42,435333.09
"FFSU","XX","00169706515",169,7065,"15",2019,1,FALSE,"GLUCAGEN",2273,1830,617993.62,598438.32,19555.3
"MCOU","XX","00169706515",169,7065,"15",2019,1,FALSE,"GLUCAGEN",2400,1921,679110.31,653043.37,26066.94
"FFSU","XX","00597005345",597,53,"45",2019,1,FALSE,"GlucaGen 1",94.5,84,19603.14,15836.06,3767.08
"MCOU","XX","00597005345",597,53,"45",2019,1,FALSE,"GlucaGen 1",299,260,52952.56,36279.34,16673.22
"FFSU","XX","00597026010",597,260,"10",2019,1,FALSE,"GlucaGen D",348.001,295,67748.93,49875.3,17873.63
"MCOU","XX","00597026010",597,260,"10",2019,1,FALSE,"GlucaGen D",1125.45,1004,290084.38,151967.94,138116.44
"FFSU","XX","63323059303",63323,593,"3",2019,1,FALSE,"Glucagon f",69.8,62,10983.9,10469.74,514.16
"MCOU","XX","63323059303",63323,593,"3",2019,1,FALSE,"Glucagon f",157.5,146,39648.26,25710.75,13937.51
"FFSU","XX","63323059403",63323,594,"3",2019,1,FALSE,"Glucagon 1",45,43,8554.04,7794.89,759.15
"MCOU","XX","63323059403",63323,594,"3",2019,1,FALSE,"Glucagon 1",100,94,15872.12,12659.53,3212.59
"MCOU","XX","63323059606",63323,596,"6",2019,1,FALSE,"",12,12,1824.16,1824.16,0
"FFSU","XX","63323059613",63323,596,"13",2019,1,FALSE,"Glucagon f",19,17,3097.49,3091.54,5.95
"MCOU","XX","63323059613",63323,596,"13",2019,1,FALSE,"Glucagon f",74,72,15400.15,10791.52,4608.63
"MCOU","XX","63323059616",63323,596,"16",2019,1,FALSE,"Glucagon f",17,16,3594.01,3594.01,0
"FFSU","XX","00002614511",2,6145,"11",2020,4,FALSE,"BAQSIMI",2867,1687,786062.27,738291.67,47770.6
"MCOU","XX","00002614511",2,6145,"11",2020,4,FALSE,"BAQSIMI",4363,2972,1138084.24,1091555.37,46528.87
"FFSU","XX","00002614527",2,6145,"27",2020,4,FALSE,"BAQSIMI",3726,1767,1028733.31,943813.13,84920.18
"MCOU","XX","00002614527",2,6145,"27",2020,4,FALSE,"BAQSIMI",6913,3432,1834404.9,1702025.67,132379.23
"FFSU","XX","00002803101",2,8031,"1",2020,4,FALSE,"GLUCAGON",11652,7745,3227949.82,3044249.62,183700.2
"MCOU","XX","00002803101",2,8031,"1",2020,4,FALSE,"GLUCAGON",27546.4,20304,7407454.65,7207296.31,200158.34
"FFSU","XX","00169706515",169,7065,"15",2020,4,FALSE,"GLUCAGEN",1820,1459,504656.4,492434.8,12221.6
